Objeto,ActivoRender,Colecciones,Xmin_m,AlturaMin_m,Zmin_m,Xmax_m,AlturaMax_m,Zmax_m,DX_m,Altura_m,DZ_m,EscalaX,EscalaY,EscalaZ,Alertas_no_dictamen
Fachada superior opaca,True,UPPER_FLOOR,14.0,3.2000001668930054,-0.0,22.0,6.400000214576721,0.20000000298023224,8.0,3.200000047683716,0.20000000298023224,1.0,1.0,1.0,
Banda hormigón fachada superior,True,UPPER_FLOOR,18.875,3.160000205039978,-0.1149999974295497,19.625,6.4400001764297485,0.12499999720603228,0.75,3.2799999713897705,0.23999999463558197,1.0,1.0,1.0,
Junta vertical fachada,True,UPPER_FLOOR,16.077500380575657,3.3000001907348633,-0.044999999925494194,16.122500382363796,6.300000190734863,-0.005000000819563866,0.04500000178813934,3.0,0.03999999910593033,1.0,1.0,1.0,
Receso acceso técnico,True,UPPER_FLOOR,20.96000000834465,4.009999930858612,-0.044999999925494194,21.53999999165535,5.649999916553497,0.005000000819563866,0.5799999833106995,1.6399999856948853,0.05000000074505806,1.0,1.0,1.0,
Medianera alta vivienda,True,UPPER_FLOOR,21.799999617040157,3.2000001668930054,6.0,21.99999962002039,6.400000214576721,12.0,0.20000000298023224,3.200000047683716,6.0,1.0,1.0,1.0,
Dormitorio antepecho lateral,True,UPPER_FLOOR,14.00000037997961,3.200000047683716,6.650000214576721,14.200000382959843,4.240000009536743,8.450000166893005,0.20000000298023224,1.0399999618530273,1.7999999523162842,1.0,1.0,1.0,
Dormitorio dintel lateral,True,UPPER_FLOOR,14.00000037997961,5.639999985694885,6.650000214576721,14.200000382959843,6.399999976158142,8.450000166893005,0.20000000298023224,0.7599999904632568,1.7999999523162842,1.0,1.0,1.0,
Puerta ventana dormitorio vidrio,True,UPPER_FLOOR,13.967500122264028,3.8400001525878906,6.700000166893005,13.976500121876597,5.920000076293945,8.400000214576721,0.008999999612569809,2.0799999237060547,1.7000000476837158,1.0,1.0,1.0,
Puerta ventana dormitorio Vidrio interior,True,UPPER_FLOOR,13.993500145152211,3.8431200981140137,6.702550172805786,14.002500144764781,5.916880130767822,8.39745020866394,0.008999999612569809,2.0737600326538086,1.6949000358581543,1.0,1.0,1.0,
Puerta ventana dormitorio marco superior,True,UPPER_FLOOR,13.922499656677246,5.879000075161457,6.6180002093315125,14.047499656677246,5.961000077426434,8.482000172138214,0.125,0.0820000022649765,1.8639999628067017,1.0,1.0,1.0,
Puerta ventana dormitorio marco inferior,True,UPPER_FLOOR,13.922499656677246,3.7989999130368233,6.6180002093315125,14.047499656677246,3.8809999153017998,8.482000172138214,0.125,0.0820000022649765,1.8639999628067017,1.0,1.0,1.0,
Puerta ventana dormitorio marco frente,True,UPPER_FLOOR,13.922499656677246,3.8400001525878906,6.6589998081326485,14.047499656677246,5.920000076293945,6.740999810397625,0.125,2.0799999237060547,0.0820000022649765,1.0,1.0,1.0,
Puerta ventana dormitorio marco fondo,True,UPPER_FLOOR,13.922499656677246,3.8400001525878906,8.358999617397785,14.047499656677246,5.920000076293945,8.440999619662762,0.125,2.0799999237060547,0.0820000022649765,1.0,1.0,1.0,
Puerta ventana dormitorio alféizar,True,UPPER_FLOOR,13.913000255823135,3.762500084936619,6.663100183010101,14.093000262975693,3.807500086724758,8.436900198459625,0.18000000715255737,0.04500000178813934,1.773800015449524,1.0,1.0,1.0,
Paño lateral medio vivienda,True,UPPER_FLOOR,14.00000037997961,3.2000001668930054,8.45000022649765,14.200000382959843,6.400000214576721,9.070000231266022,0.20000000298023224,3.200000047683716,0.6200000047683716,1.0,1.0,1.0,
Dintel puerta ventana lateral,True,UPPER_FLOOR,14.00000037997961,5.759999930858612,9.075000405311584,14.200000382959843,6.399999916553497,11.625000357627869,0.20000000298023224,0.6399999856948853,2.549999952316284,1.0,1.0,1.0,
Umbral lateral vivienda,True,UPPER_FLOOR,13.990000382065773,3.1999999042600393,9.075000405311584,14.21000038087368,3.2499999050050974,11.625000357627869,0.2199999988079071,0.05000000074505806,2.549999952316284,1.0,1.0,1.0,
Corrediza lateral A vidrio,True,UPPER_FLOOR,13.817500503733754,3.2199997901916504,9.175000011920929,13.826500503346324,5.759999752044678,10.324999988079071,0.008999999612569809,2.5399999618530273,1.149999976158142,0.008999999612569809,1.149999976158142,2.5399999618530273,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Corrediza lateral A Vidrio interior,True,UPPER_FLOOR,13.843500526621938,3.2238097190856934,9.176724970340729,13.852500526234508,5.756189823150635,10.323275029659271,0.008999999612569809,2.5323801040649414,1.1465500593185425,0.008999999612569809,1.1465500593185425,2.5323801040649414,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Corrediza lateral A marco superior,True,UPPER_FLOOR,13.772500038146973,5.719000227749348,9.092999994754791,13.897500038146973,5.801000230014324,10.407000005245209,0.125,0.0820000022649765,1.3140000104904175,0.125,1.3140000104904175,0.0820000022649765,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Corrediza lateral A marco inferior,True,UPPER_FLOOR,13.772500038146973,3.1790000274777412,9.092999994754791,13.897500038146973,3.2610000297427177,10.407000005245209,0.125,0.0820000022649765,1.3140000104904175,0.125,1.3140000104904175,0.0820000022649765,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Corrediza lateral A marco frente,True,UPPER_FLOOR,13.772500038146973,3.2199997901916504,9.134000189602375,13.897500038146973,5.759999752044678,9.216000191867352,0.125,2.5399999618530273,0.0820000022649765,0.125,0.0820000022649765,2.5399999618530273,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Corrediza lateral A marco fondo,True,UPPER_FLOOR,13.772500038146973,3.2199997901916504,10.283999808132648,13.897500038146973,5.759999752044678,10.365999810397625,0.125,2.5399999618530273,0.0820000022649765,0.125,0.0820000022649765,2.5399999618530273,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Corrediza lateral A alféizar,True,UPPER_FLOOR,13.913000255823135,3.1424999609589577,9.138100028038025,14.093000262975693,3.187499962747097,10.361899971961975,0.18000000715255737,0.04500000178813934,1.2237999439239502,1.0,1.0,1.0,
Corrediza lateral B vidrio,True,UPPER_FLOOR,13.964499862864614,3.2199997901916504,10.374999821186066,13.973499862477183,5.759999752044678,11.524999797344208,0.008999999612569809,2.5399999618530273,1.149999976158142,1.0,1.0,1.0,
Corrediza lateral B Vidrio interior,True,UPPER_FLOOR,13.990499885752797,3.2238097190856934,10.376724779605865,13.999499885365367,5.756189823150635,11.523274838924408,0.008999999612569809,2.5323801040649414,1.1465500593185425,1.0,1.0,1.0,
Corrediza lateral B marco superior,True,UPPER_FLOOR,13.919500350952148,5.719000227749348,10.292999804019928,14.044500350952148,5.801000230014324,11.606999814510345,0.125,0.0820000022649765,1.3140000104904175,1.0,1.0,1.0,
Corrediza lateral B marco inferior,True,UPPER_FLOOR,13.919500350952148,3.1790000274777412,10.292999804019928,14.044500350952148,3.2610000297427177,11.606999814510345,0.125,0.0820000022649765,1.3140000104904175,1.0,1.0,1.0,
Corrediza lateral B marco frente,True,UPPER_FLOOR,13.919500350952148,3.2199997901916504,10.333999998867512,14.044500350952148,5.759999752044678,10.416000001132488,0.125,2.5399999618530273,0.0820000022649765,1.0,1.0,1.0,
Corrediza lateral B marco fondo,True,UPPER_FLOOR,13.919500350952148,3.2199997901916504,11.483999617397785,14.044500350952148,5.759999752044678,11.565999619662762,0.125,2.5399999618530273,0.0820000022649765,1.0,1.0,1.0,
Corrediza lateral B alféizar,True,UPPER_FLOOR,13.909999996423721,3.1424999609589577,10.338099837303162,14.090000003576279,3.187499962747097,11.561899781227112,0.18000000715255737,0.04500000178813934,1.2237999439239502,1.0,1.0,1.0,
Pilar posterior izquierdo,True,UPPER_FLOOR,13.999999701976776,3.2000001668930054,11.799999617040157,14.639999687671661,6.400000214576721,11.99999962002039,0.6399999856948853,3.200000047683716,0.20000000298023224,1.0,1.0,1.0,
Pilar posterior central,True,UPPER_FLOOR,17.44000083208084,3.2000001668930054,11.799999617040157,17.800000846385956,6.400000214576721,11.99999962002039,0.36000001430511475,3.200000047683716,0.20000000298023224,1.0,1.0,1.0,
Pilar posterior derecho,True,UPPER_FLOOR,21.400000751018524,3.2000001668930054,11.799999617040157,22.000000774860382,6.400000214576721,11.99999962002039,0.6000000238418579,3.200000047683716,0.20000000298023224,1.0,1.0,1.0,
Dintel posterior,True,UPPER_FLOOR,14.0,5.759999930858612,11.799999617040157,22.0,6.399999916553497,11.99999962002039,8.0,0.6399999856948853,0.20000000298023224,1.0,1.0,1.0,
Umbral posterior vivienda,True,UPPER_FLOOR,14.0,3.1999999042600393,11.78999961912632,22.0,3.2499999050050974,12.009999617934227,8.0,0.05000000074505806,0.2199999988079071,1.0,1.0,1.0,
Corrediza posterior A vidrio,True,UPPER_FLOOR,14.745000660419464,3.2199997901916504,11.967500122264028,16.020000636577606,5.759999752044678,11.976500121876597,1.274999976158142,2.5399999618530273,0.008999999612569809,1.274999976158142,0.008999999612569809,2.5399999618530273,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Corrediza posterior A Vidrio interior,True,UPPER_FLOOR,14.746913135051727,3.2238097190856934,11.993500145152211,16.018088161945343,5.756189823150635,12.002500144764781,1.2711750268936157,2.5323801040649414,0.008999999612569809,1.2711750268936157,0.008999999612569809,2.5323801040649414,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Corrediza posterior A marco superior,True,UPPER_FLOOR,14.663000464439392,5.719000227749348,11.922499656677246,17.37700045108795,5.801000230014324,12.047499656677246,2.7139999866485596,0.0820000022649765,0.125,1.0,1.0,1.0,
Corrediza posterior A marco inferior,True,UPPER_FLOOR,14.663000464439392,3.1790000274777412,11.922499656677246,17.37700045108795,3.2610000297427177,12.047499656677246,2.7139999866485596,0.0820000022649765,0.125,1.0,1.0,1.0,
Corrediza posterior A marco izquierdo,True,UPPER_FLOOR,14.703999884426594,3.2199997901916504,11.922499656677246,14.78599988669157,5.759999752044678,12.047499656677246,0.0820000022649765,2.5399999618530273,0.125,1.0,1.0,1.0,
Corrediza posterior A marco derecho,True,UPPER_FLOOR,17.254000075161457,3.2199997901916504,11.922499656677246,17.336000077426434,5.759999752044678,12.047499656677246,0.0820000022649765,2.5399999618530273,0.125,1.0,1.0,1.0,
Corrediza posterior A alféizar,True,UPPER_FLOOR,14.708100438117981,3.1424999609589577,11.913000255823135,17.331900477409363,3.187499962747097,12.093000262975693,2.623800039291382,0.04500000178813934,0.18000000715255737,1.0,1.0,1.0,
Corrediza posterior B vidrio,True,UPPER_FLOOR,17.845000863075256,3.2199997901916504,11.964499862864614,19.52000081539154,5.759999752044678,11.973499862477183,1.6749999523162842,2.5399999618530273,0.008999999612569809,1.6749999523162842,0.008999999612569809,2.5399999618530273,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Corrediza posterior B Vidrio interior,True,UPPER_FLOOR,17.84751331806183,3.2238097190856934,11.990499885752797,19.51748836040497,5.756189823150635,11.999499885365367,1.6699750423431396,2.5323801040649414,0.008999999612569809,1.6699750423431396,0.008999999612569809,2.5323801040649414,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Corrediza posterior B marco superior,True,UPPER_FLOOR,17.76300048828125,5.719000227749348,11.919500350952148,21.277000427246094,5.801000230014324,12.044500350952148,3.5139999389648438,0.0820000022649765,0.125,1.0,1.0,1.0,
Corrediza posterior B marco inferior,True,UPPER_FLOOR,17.76300048828125,3.1790000274777412,11.919500350952148,21.277000427246094,3.2610000297427177,12.044500350952148,3.5139999389648438,0.0820000022649765,0.125,1.0,1.0,1.0,
Corrediza posterior B marco izquierdo,True,UPPER_FLOOR,17.803999312222004,3.2199997901916504,11.919500350952148,17.88599931448698,5.759999752044678,12.044500350952148,0.0820000022649765,2.5399999618530273,0.125,1.0,1.0,1.0,
Corrediza posterior B marco derecho,True,UPPER_FLOOR,21.15399969369173,3.2199997901916504,11.919500350952148,21.235999695956707,5.759999752044678,12.044500350952148,0.0820000022649765,2.5399999618530273,0.125,1.0,1.0,1.0,
Corrediza posterior B alféizar,True,UPPER_FLOOR,17.80810046195984,3.1424999609589577,11.909999996423721,21.231900453567505,3.187499962747097,12.090000003576279,3.423799991607666,0.04500000178813934,0.18000000715255737,1.0,1.0,1.0,
Baño tabique posterior,True,UPPER_FLOOR,19.420000791549683,3.2049999237060547,8.57000034302473,21.980000734329224,5.954999923706055,8.710000343620777,2.559999942779541,2.75,0.14000000059604645,1.0,1.0,1.0,
Balcón posterior,True,UPPER_FLOOR,13.0,3.0500001162290573,12.0,22.0,3.2100001126527786,13.0,9.0,0.1599999964237213,1.0,1.0,1.0,1.0,
Baranda lateral pasamanos,True,UPPER_FLOOR,12.997500456869602,4.277500189840794,4.999999761581421,13.042500458657742,4.322500191628933,12.979999780654907,0.04500000178813934,0.04500000178813934,7.980000019073486,1.0,1.0,1.0,
Baranda lateral travesaño,True,UPPER_FLOOR,13.006000457331538,3.7924999576061964,4.999999761581421,13.034000458195806,3.8204999584704638,12.979999780654907,0.02800000086426735,0.02800000086426735,7.980000019073486,1.0,1.0,1.0,
Baranda lateral poste 0,True,UPPER_FLOOR,13.002500534057617,3.2660000324249268,4.982500076293945,13.037500381469727,4.299999713897705,5.017499923706055,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda lateral poste 1,True,UPPER_FLOOR,13.002500534057617,3.2660000324249268,5.980000019073486,13.037500381469727,4.299999713897705,6.014999866485596,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda lateral poste 2,True,UPPER_FLOOR,13.002500534057617,3.2660000324249268,6.977499961853027,13.037500381469727,4.299999713897705,7.012499809265137,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda lateral poste 3,True,UPPER_FLOOR,13.002500534057617,3.2660000324249268,7.974999904632568,13.037500381469727,4.299999713897705,8.010000228881836,0.034999847412109375,1.0339996814727783,0.03500032424926758,1.0,1.0,1.0,
Baranda lateral poste 4,True,UPPER_FLOOR,13.002500534057617,3.2660000324249268,8.97249984741211,13.037500381469727,4.299999713897705,9.007499694824219,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda lateral poste 5,True,UPPER_FLOOR,13.002500534057617,3.2660000324249268,9.970000267028809,13.037500381469727,4.299999713897705,10.005000114440918,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda lateral poste 6,True,UPPER_FLOOR,13.002500534057617,3.2660000324249268,10.967499732971191,13.037500381469727,4.299999713897705,11.0024995803833,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda lateral poste 7,True,UPPER_FLOOR,13.002500534057617,3.2660000324249268,11.96500015258789,13.037500381469727,4.299999713897705,12.0,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda lateral poste 8,True,UPPER_FLOOR,13.002500534057617,3.2660000324249268,12.962499618530273,13.037500381469727,4.299999713897705,12.997499465942383,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda posterior pasamanos,True,UPPER_FLOOR,13.019999979356157,4.277500189840794,12.95749920324,21.980000020643843,4.322500191628933,13.002499881232657,8.960000041287685,0.04500000178813934,0.0450006779926575,1.0,1.0,1.0,
Baranda posterior travesaño,True,UPPER_FLOOR,13.01999997999789,3.7924999576061964,12.965999203701935,21.98000002000211,3.8204999584704638,12.99399988077072,8.96000004000422,0.02800000086426735,0.028000677068785507,1.0,1.0,1.0,
Baranda posterior poste 1,True,UPPER_FLOOR,14.1225004196167,3.2660000324249268,12.962499618530273,14.157500267028809,4.299999713897705,12.997499465942383,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda posterior poste 2,True,UPPER_FLOOR,15.242500305175781,3.2660000324249268,12.962499618530273,15.27750015258789,4.299999713897705,12.997499465942383,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda posterior poste 3,True,UPPER_FLOOR,16.362499237060547,3.2660000324249268,12.962499618530273,16.397499084472656,4.299999713897705,12.997499465942383,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda posterior poste 4,True,UPPER_FLOOR,17.482500076293945,3.2660000324249268,12.962499618530273,17.517499923706055,4.299999713897705,12.997499465942383,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda posterior poste 5,True,UPPER_FLOOR,18.602500915527344,3.2660000324249268,12.962499618530273,18.637500762939453,4.299999713897705,12.997499465942383,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda posterior poste 6,True,UPPER_FLOOR,19.72249984741211,3.2660000324249268,12.962499618530273,19.75749969482422,4.299999713897705,12.997499465942383,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda posterior poste 7,True,UPPER_FLOOR,20.842500686645508,3.2660000324249268,12.962499618530273,20.877500534057617,4.299999713897705,12.997499465942383,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Baranda posterior poste 8,True,UPPER_FLOOR,21.962499618530273,3.2660000324249268,12.962499618530273,21.997499465942383,4.299999713897705,12.997499465942383,0.034999847412109375,1.0339996814727783,0.034999847412109375,1.0,1.0,1.0,
Aplique descanso,True,UPPER_FLOOR,13.932500038295984,4.560000002384186,4.53999961912632,13.987500037997961,4.939999997615814,4.759999617934227,0.054999999701976776,0.3799999952316284,0.2199999988079071,1.0,1.0,1.0,
Mesa balcón tapa,False,UPPER_FLOOR,14.600000381469727,3.9050000458955765,12.139999806880951,15.600000381469727,3.995000049471855,12.759999811649323,1.0,0.09000000357627869,0.6200000047683716,1.0,1.0,1.0,
Mesa balcón pata 0,False,UPPER_FLOOR,14.650000305846334,3.1699999570846558,12.184400292113423,14.710000304505229,3.9499999284744263,12.244400290772319,0.05999999865889549,0.7799999713897705,0.05999999865889549,1.0,1.0,1.0,
Mesa balcón pata 1,False,UPPER_FLOOR,15.490000458434224,3.1699999570846558,12.184400292113423,15.55000045709312,3.9499999284744263,12.244400290772319,0.05999999865889549,0.7799999713897705,0.05999999865889549,1.0,1.0,1.0,
Mesa balcón pata 2,False,UPPER_FLOOR,14.650000305846334,3.1699999570846558,12.655600281432271,14.710000304505229,3.9499999284744263,12.715600280091166,0.05999999865889549,0.7799999713897705,0.05999999865889549,1.0,1.0,1.0,
Mesa balcón pata 3,False,UPPER_FLOOR,15.490000458434224,3.1699999570846558,12.655600281432271,15.55000045709312,3.9499999284744263,12.715600280091166,0.05999999865889549,0.7799999713897705,0.05999999865889549,1.0,1.0,1.0,
Silla balcón 1 asiento,False,UPPER_FLOOR,14.320000186562538,3.6500000581145287,12.219999805092812,14.780000194907188,3.7300000563263893,12.679999813437462,0.46000000834465027,0.07999999821186066,0.46000000834465027,1.0,1.0,1.0,
Silla balcón 1 respaldo,False,UPPER_FLOOR,14.120000377297401,3.70000022649765,12.419999809935689,14.580000385642052,4.320000231266022,12.479999808594584,0.46000000834465027,0.6200000047683716,0.05999999865889549,1.0,1.0,1.0,
Silla balcón 1 pata 0,False,UPPER_FLOOR,14.347499884665012,3.1700000762939453,12.607500113546848,14.392499886453152,3.6700000762939453,12.652500115334988,0.04500000178813934,0.5,0.04500000178813934,1.0,1.0,1.0,
Silla balcón 1 pata 1,False,UPPER_FLOOR,14.347499884665012,3.1700000762939453,12.247500456869602,14.392499886453152,3.6700000762939453,12.292500458657742,0.04500000178813934,0.5,0.04500000178813934,1.0,1.0,1.0,
Silla balcón 1 pata 2,False,UPPER_FLOOR,14.707499541342258,3.1700000762939453,12.607500113546848,14.752499543130398,3.6700000762939453,12.652500115334988,0.04500000178813934,0.5,0.04500000178813934,1.0,1.0,1.0,
Silla balcón 1 pata 3,False,UPPER_FLOOR,14.707499541342258,3.1700000762939453,12.247500456869602,14.752499543130398,3.6700000762939453,12.292500458657742,0.04500000178813934,0.5,0.04500000178813934,1.0,1.0,1.0,
Silla balcón 2 asiento,False,UPPER_FLOOR,15.419999614357948,3.6500000581145287,12.219999805092812,15.879999622702599,3.7300000563263893,12.679999813437462,0.46000000834465027,0.07999999821186066,0.46000000834465027,1.0,1.0,1.0,
Silla balcón 2 respaldo,False,UPPER_FLOOR,15.620000377297401,3.70000022649765,12.419999809935689,16.08000038564205,4.320000231266022,12.479999808594584,0.46000000834465027,0.6200000047683716,0.05999999865889549,1.0,1.0,1.0,
Silla balcón 2 pata 0,False,UPPER_FLOOR,15.807499922811985,3.1700000762939453,12.247500456869602,15.852499924600124,3.6700000762939453,12.292500458657742,0.04500000178813934,0.5,0.04500000178813934,1.0,1.0,1.0,
Silla balcón 2 pata 1,False,UPPER_FLOOR,15.807499922811985,3.1700000762939453,12.607500113546848,15.852499924600124,3.6700000762939453,12.652500115334988,0.04500000178813934,0.5,0.04500000178813934,1.0,1.0,1.0,
Silla balcón 2 pata 2,False,UPPER_FLOOR,15.447500266134739,3.1700000762939453,12.247500456869602,15.492500267922878,3.6700000762939453,12.292500458657742,0.04500000178813934,0.5,0.04500000178813934,1.0,1.0,1.0,
Silla balcón 2 pata 3,False,UPPER_FLOOR,15.447500266134739,3.1700000762939453,12.607500113546848,15.492500267922878,3.6700000762939453,12.652500115334988,0.04500000178813934,0.5,0.04500000178813934,1.0,1.0,1.0,
Junta sombra losa frontal,True,UPPER_FLOOR,13.925000190734863,2.997500104829669,-0.13250000216066837,22.074999809265137,3.0325001049786806,-0.09750000201165676,8.149999618530273,0.03500000014901161,0.03500000014901161,1.0,1.0,1.0,
Goterón balcón lateral,True,UPPER_FLOOR,12.970999656245112,3.0324999429285526,4.974999904632568,12.99899965710938,3.0874999426305294,12.025000095367432,0.02800000086426735,0.054999999701976776,7.050000190734863,1.0,1.0,1.0,
Goterón balcón posterior,True,UPPER_FLOOR,12.974999904632568,3.0324999429285526,13.00100034289062,22.02500009536743,3.0874999426305294,13.029000343754888,9.050000190734863,0.054999999701976776,0.02800000086426735,1.0,1.0,1.0,
Maceta balcón,True,UPPER_FLOOR,21.260000303387642,3.179999887943268,12.32999999821186,21.60000030696392,3.5399999022483826,12.67000000178814,0.3400000035762787,0.36000001430511475,0.3400000035762787,1.0,1.0,1.0,
Descanso escalera,True,UPPER_FLOOR,13.0,3.0399998873472214,5.0,14.0,3.1999998837709427,6.0,1.0,0.1599999964237213,1.0,1.0,1.0,1.0,
Balcón lateral,True,UPPER_FLOOR,13.0,3.0399998873472214,6.0,14.0,3.1999998837709427,12.0,1.0,0.1599999964237213,6.0,1.0,1.0,1.0,
Vestidor tabique dormitorio paño A,True,UPPER_FLOOR,17.550000838935375,3.1999998092651367,6.099999964237213,17.69000083953142,5.949999809265137,7.2299999594688416,0.14000000059604645,2.75,1.1299999952316284,1.0,1.0,1.0,
Vestidor tabique dormitorio paño B,True,UPPER_FLOOR,17.550000838935375,3.1999998092651367,8.129999577999115,17.69000083953142,5.949999809265137,8.999999582767487,0.14000000059604645,2.75,0.8700000047683716,1.0,1.0,1.0,
Vestidor tabique dormitorio dintel,True,UPPER_FLOOR,17.550000838935375,5.430000066757202,7.229999840259552,17.69000083953142,5.950000047683716,8.129999816417694,0.14000000059604645,0.5199999809265137,0.8999999761581421,1.0,1.0,1.0,
Vestidor tabique baño paño A,True,UPPER_FLOOR,19.350000075995922,3.1999998092651367,6.100000023841858,19.49000007659197,5.949999809265137,7.110000014305115,0.14000000059604645,2.75,1.0099999904632568,1.0,1.0,1.0,
Vestidor tabique baño paño B,True,UPPER_FLOOR,19.350000075995922,3.1999998092651367,8.009999811649323,19.49000007659197,5.949999809265137,8.639999806880951,0.14000000059604645,2.75,0.6299999952316284,1.0,1.0,1.0,
Vestidor tabique baño dintel,True,UPPER_FLOOR,19.350000075995922,5.430000066757202,7.10999995470047,19.49000007659197,5.950000047683716,8.009999930858612,0.14000000059604645,0.5199999809265137,0.8999999761581421,1.0,1.0,1.0,
Vestidor cierre al estar paño A,True,UPPER_FLOOR,17.550000309944153,3.1999998092651367,8.929999999701977,18.06000030040741,5.949999809265137,9.070000000298023,0.5099999904632568,2.75,0.14000000059604645,1.0,1.0,1.0,
Vestidor cierre al estar paño B,True,UPPER_FLOOR,18.980000615119934,3.1999998092651367,8.929999999701977,19.49000060558319,5.949999809265137,9.070000000298023,0.5099999904632568,2.75,0.14000000059604645,1.0,1.0,1.0,
Vestidor cierre al estar dintel,True,UPPER_FLOOR,18.06000044941902,5.430000066757202,8.929999999701977,18.980000466108322,5.950000047683716,9.070000000298023,0.9200000166893005,0.5199999809265137,0.14000000059604645,1.0,1.0,1.0,
Dormitorio tabique transversal,True,UPPER_FLOOR,14.15000033378601,3.1999998092651367,8.929999999701977,17.550000429153442,5.949999809265137,9.070000000298023,3.4000000953674316,2.75,0.14000000059604645,1.0,1.0,1.0,
Puerta acceso vestidor,True,UPPER_FLOOR,18.105000466108322,3.2500001192092896,8.97749999910593,18.93500044941902,5.430000185966492,9.02250000089407,0.8299999833106995,2.180000066757202,0.04500000178813934,0.8299999833106995,0.04500000178813934,2.180000066757202,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Puerta acceso vestidor manija,True,UPPER_FLOOR,18.75500076264143,4.2539999801665545,9.018000395968556,18.895000763237476,4.285999981686473,9.050000397488475,0.14000000059604645,0.03200000151991844,0.03200000151991844,0.14000000059604645,0.03200000151991844,0.03200000151991844,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Puerta acceso vestidor marco -1,True,UPPER_FLOOR,18.05999992415309,3.2500001192092896,8.945000000298023,18.09999992325902,5.470000147819519,9.054999999701977,0.03999999910593033,2.2200000286102295,0.10999999940395355,1.0,1.0,1.0,
Puerta acceso vestidor marco 1,True,UPPER_FLOOR,18.93999908491969,3.2500001192092896,8.945000000298023,18.97999908402562,5.470000147819519,9.054999999701977,0.03999999910593033,2.2200000286102295,0.10999999940395355,1.0,1.0,1.0,
Puerta acceso vestidor marco superior,True,UPPER_FLOOR,18.06000044941902,5.4450001530349255,8.945000000298023,18.980000466108322,5.485000152140856,9.054999999701977,0.9200000166893005,0.03999999910593033,0.10999999940395355,1.0,1.0,1.0,
Puerta dormitorio,True,UPPER_FLOOR,17.59750083833933,3.2500001192092896,7.269999831914902,17.642500840127468,5.430000185966492,8.089999824762344,0.04500000178813934,2.180000066757202,0.8199999928474426,0.04500000178813934,0.8199999928474426,2.180000066757202,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Puerta dormitorio manija,True,UPPER_FLOOR,17.637999327853322,4.2539999801665545,7.310000114142895,17.66999932937324,4.285999981686473,7.450000114738941,0.03200000151991844,0.03200000151991844,0.14000000059604645,0.03200000151991844,0.14000000059604645,0.03200000151991844,NON_UNITY_OBJECT_SCALE_REVIEW_CONTEXT
Puerta dormitorio marco -1,True,UPPER_FLOOR,17.56500083953142,3.2500001192092896,7.224999886006117,17.675000838935375,5.470000147819519,7.264999885112047,0.10999999940395355,2.2200000286102295,0.03999999910593033,1.0,1.0,1.0,
Puerta dormitorio marco 1,True,UPPER_FLOOR,17.56500083953142,3.2500001192092896,8.094999771565199,17.675000838935375,5.470000147819519,8.13499977067113,0.10999999940395355,2.2200000286102295,0.03999999910593033,1.0,1.0,1.0,
Puerta dormitorio marco superior,True,UPPER_FLOOR,17.56500083953142,5.4450001530349255,7.224999815225601,17.675000838935375,5.485000152140856,8.134999841451645,0.10999999940395355,0.03999999910593033,0.9100000262260437,1.0,1.0,1.0,
